X_validation,Original_Y,Predicted_y
9.012552198200001197e-01,3.171499999999999875e-01,3.173693418502807617e-01
5.173129801550000462e-01,1.158499999999999946e-01,1.156600117683410645e-01
9.644177451029999348e-01,3.894099999999999784e-01,3.884912729263305664e-01
9.958118808329999849e-01,4.619199999999999973e-01,4.638589918613433838e-01
8.121961091820000256e-01,2.505800000000000249e-01,2.503211796283721924e-01
7.891882010680000281e-01,2.365099999999999980e-01,2.363256514072418213e-01
4.663590206870000254e-01,9.917000000000000814e-02,9.902632236480712891e-02
8.008614299879999177e-01,2.435300000000000242e-01,2.433024495840072632e-01
4.073028140059999913e-01,8.146000000000000463e-02,8.149490505456924438e-02
7.530749439339999851e-01,2.161500000000000088e-01,2.161226272583007812e-01
6.212821026010000303e-01,1.546200000000000074e-01,1.546497046947479248e-01
9.998102135130000345e-01,4.918899999999999384e-01,4.821779429912567139e-01
8.635903501430000073e-01,2.860699999999999910e-01,2.859233021736145020e-01
9.612736287899998899e-01,3.846699999999999564e-01,3.838790655136108398e-01
7.407174585829999769e-01,2.096000000000000085e-01,2.096210867166519165e-01
9.956091155949999827e-01,4.610100000000000309e-01,4.630194306373596191e-01
6.580249392870000102e-01,1.701400000000000134e-01,1.702493876218795776e-01
8.181157080580000462e-01,2.543599999999999750e-01,2.540906667709350586e-01
9.518775378499999551e-01,3.715800000000000214e-01,3.712202906608581543e-01
9.991825620340000214e-01,4.831699999999999884e-01,4.790662825107574463e-01
9.776719520970000854e-01,4.122600000000000153e-01,4.114286005496978760e-01
9.729386169249999439e-01,4.034599999999999853e-01,4.024145305156707764e-01
6.642959489709999721e-01,1.728999999999999981e-01,1.730175465345382690e-01
5.349402259200000120e-01,1.219500000000000028e-01,1.217736080288887024e-01
8.522841482570000515e-01,2.776899999999999924e-01,2.774735391139984131e-01
6.742011059049999311e-01,1.773299999999999876e-01,1.774560958147048950e-01
9.501485393299999860e-01,3.693199999999999816e-01,3.690348565578460693e-01
5.504308471140000325e-01,1.274599999999999900e-01,1.273069381713867188e-01
6.453186755680000442e-01,1.646499999999999908e-01,1.647372245788574219e-01
8.186737939759999305e-01,2.547200000000000020e-01,2.544499337673187256e-01
6.350984352299999802e-01,1.603300000000000003e-01,1.603947877883911133e-01
9.073148674050000029e-01,3.227200000000000069e-01,3.229905366897583008e-01
7.754750515220000251e-01,2.285500000000000032e-01,2.284244447946548462e-01
2.419711496090000136e-01,3.993000000000000022e-02,3.980619460344314575e-02
9.893249317980000734e-01,4.392499999999999738e-01,4.405295252799987793e-01
9.520819878569999339e-01,3.718500000000000139e-01,3.714812994003295898e-01
9.789075705760000856e-01,4.147100000000000231e-01,4.139868915081024170e-01
4.984664334910000050e-01,1.095200000000000062e-01,1.093322411179542542e-01
9.418834307420000940e-01,3.590400000000000258e-01,3.590543270111083984e-01
8.479741646690001078e-01,2.745900000000000007e-01,2.743542790412902832e-01
3.377977544730000337e-01,6.262999999999999123e-02,6.284439563751220703e-02
9.691626031890000492e-01,3.969900000000000095e-01,3.959439098834991455e-01
6.414377187300000782e-02,7.559999999999999012e-03,9.833087213337421417e-03
8.888915526000000789e-01,3.063299999999999912e-01,3.064222335815429688e-01
7.167177533380000298e-01,1.974100000000000021e-01,1.975022703409194946e-01
7.985151000679999722e-01,2.421000000000000096e-01,2.418803870677947998e-01
9.344336872329999100e-01,3.504099999999999993e-01,3.506025075912475586e-01
9.686113051069999980e-01,3.960800000000000431e-01,3.950427472591400146e-01
9.888403648150000391e-01,4.378899999999999459e-01,4.390415847301483154e-01
9.471779714929999816e-01,3.655300000000000216e-01,3.653641045093536377e-01
3.706426778739999733e-02,3.929999999999999466e-03,7.791944779455661774e-03
8.407606379960000931e-01,2.695099999999999718e-01,2.692507505416870117e-01
7.231264730709999755e-01,2.006000000000000005e-01,2.006766796112060547e-01
8.737818481090000589e-01,2.939599999999999991e-01,2.938984334468841553e-01
3.302569301680000069e-01,6.071000000000000008e-02,6.092805787920951843e-02
5.582329750760000042e-01,1.302900000000000169e-01,1.301522105932235718e-01
3.059129180449999819e-01,5.467000000000000332e-02,5.486602708697319031e-02
9.260003599539999852e-01,3.412399999999999878e-01,3.415361642837524414e-01
6.404934556329999751e-01,1.625999999999999945e-01,1.626770496368408203e-01
6.430881055960000481e-01,1.637000000000000122e-01,1.637826263904571533e-01
4.959215561240000181e-01,1.086799999999999988e-01,1.084938943386077881e-01
4.252899120979999892e-01,8.667999999999999317e-02,8.665269613265991211e-02
2.678859422639999766e-01,4.571000000000000063e-02,4.575742781162261963e-02
9.844581413570000494e-01,4.267399999999999527e-01,4.268448650836944580e-01
9.697447556569999128e-01,3.979599999999999804e-01,3.969066739082336426e-01
8.949660108700001615e-01,3.115600000000000036e-01,3.117167055606842041e-01
9.686538899219999665e-01,3.961500000000000021e-01,3.951120376586914062e-01
9.891053703540000352e-01,4.386300000000000199e-01,4.398514628410339355e-01
8.815108185860000001e-01,3.001800000000000024e-01,3.001942932605743408e-01
9.847842841930000146e-01,4.275100000000000566e-01,4.276820421218872070e-01
9.842273320000000103e-01,4.262000000000000233e-01,4.262585639953613281e-01
9.494123083949999042e-01,3.683699999999999752e-01,3.681154847145080566e-01
7.704220081309999246e-01,2.256900000000000017e-01,2.255869507789611816e-01
9.999581149840000016e-01,4.961899999999999644e-01,4.829251468181610107e-01
9.811123823509999564e-01,4.192699999999999760e-01,4.188053607940673828e-01
8.479040797380000827e-01,2.745400000000000063e-01,2.743040323257446289e-01
9.433699953859999709e-01,3.608300000000000396e-01,3.607982397079467773e-01
9.999536021420000198e-01,4.959899999999999864e-01,4.829021990299224854e-01
8.771074280910000631e-01,2.966099999999999848e-01,2.965800762176513672e-01
6.323922610679999501e-01,1.592000000000000082e-01,1.592582762241363525e-01
5.662844265519999531e-01,1.332500000000000073e-01,1.331300288438796997e-01
9.388499969840000681e-01,3.554599999999999982e-01,3.555574417114257812e-01
3.087026468829999759e-01,5.535000000000000336e-02,5.555135384202003479e-02
7.235451398999999117e-01,2.008099999999999885e-01,2.008855491876602173e-01
9.309125095550000450e-01,3.465099999999999847e-01,3.467573523521423340e-01
8.068903116529999586e-01,2.472499999999999976e-01,2.470041811466217041e-01
9.524744748869999889e-01,3.723699999999999788e-01,3.719837665557861328e-01
1.441829836970000001e-01,2.049000000000000127e-02,2.013385854661464691e-02
9.954337896870000257e-01,4.602399999999999824e-01,4.623000323772430420e-01
1.496715776970000134e-01,2.148000000000000256e-02,2.106985263526439667e-02
1.851808787389999933e-01,2.818000000000000019e-02,2.769380807876586914e-02
9.942037250329999187e-01,4.552100000000000590e-01,4.574154615402221680e-01
5.278066574749999962e-01,1.194599999999999967e-01,1.192763447761535645e-01
7.719130958930000563e-01,2.265300000000000091e-01,2.264203131198883057e-01
8.735541920749999578e-01,2.937800000000000411e-01,2.937162816524505615e-01
7.974102432240000038e-01,2.414300000000000057e-01,2.412142604589462280e-01
8.113098221699999169e-01,2.500199999999999645e-01,2.497631162405014038e-01
3.347061384410000007e-01,6.183999999999999914e-02,6.205644831061363220e-02
5.868256718909999892e-01,1.409900000000000042e-01,1.409229040145874023e-01
6.980912888089999546e-01,1.883900000000000019e-01,1.885119080543518066e-01
9.996890930419999322e-01,4.896199999999999997e-01,4.815703034400939941e-01
9.412714143449999460e-01,3.583100000000000174e-01,3.583423495292663574e-01
3.203782367649999907e-01,5.822999999999999704e-02,5.844560638070106506e-02
9.137265207709999171e-01,3.288300000000000112e-01,3.291376531124114990e-01
9.896083860809999910e-01,4.400600000000000622e-01,4.414141476154327393e-01
3.942011278190000190e-01,7.774999999999999967e-02,7.783026248216629028e-02
5.681724069439999525e-01,1.339500000000000135e-01,1.338345110416412354e-01
9.974498943899999803e-01,4.702800000000000313e-01,4.709442555904388428e-01
4.003796194240000217e-01,7.948999999999999122e-02,7.954904437065124512e-02
8.858625789170000431e-01,3.037799999999999945e-01,3.038399219512939453e-01
9.806108655269999419e-01,4.182100000000000262e-01,4.176788926124572754e-01
8.917136469509999719e-01,3.087400000000000144e-01,3.088623881340026855e-01
9.795291353120000322e-01,4.159700000000000064e-01,4.153109192848205566e-01
8.596002521569999777e-01,2.830699999999999883e-01,2.828955650329589844e-01
7.936072021410000010e-01,2.391400000000000192e-01,2.389382570981979370e-01
6.178400371399999091e-01,1.532199999999999951e-01,1.532403677701950073e-01
9.774102496320000721e-01,4.117500000000000049e-01,4.108987152576446533e-01
6.770047695909999774e-01,1.786000000000000087e-01,1.787274926900863647e-01
9.725422127989999943e-01,4.027600000000000069e-01,4.017086923122406006e-01
7.310332384750000134e-01,2.046000000000000041e-01,2.046539038419723511e-01
9.993781021469999581e-01,4.853199999999999736e-01,4.800254404544830322e-01
9.712190412980000742e-01,4.004599999999999826e-01,3.993996381759643555e-01
5.033149988369999273e-01,1.111299999999999927e-01,1.109399348497390747e-01
6.454826583519999161e-01,1.647200000000000053e-01,1.648075431585311890e-01
9.866125709590000126e-01,4.319899999999999851e-01,4.325747489929199219e-01
8.712652269949999750e-01,2.919800000000000173e-01,2.918956577777862549e-01
9.974824147600001023e-01,4.704699999999999993e-01,4.710906147956848145e-01
6.683442734240000460e-01,1.746999999999999942e-01,1.748216897249221802e-01
9.630680996750000666e-01,3.873500000000000276e-01,3.864834308624267578e-01
7.919837861949999835e-01,2.381699999999999928e-01,2.379745393991470337e-01
9.997009594390000586e-01,4.898199999999999776e-01,4.816297590732574463e-01
2.021558426149999976e-01,3.156000000000000472e-02,3.115199133753776550e-02
1.179932953919999999e-01,1.593999999999999931e-02,1.604853942990303040e-02
7.715054001150000174e-01,2.263000000000000012e-01,2.261921167373657227e-01
9.414394225000000116e-01,3.585099999999999953e-01,3.585374653339385986e-01
6.335434631699999874e-01,1.596799999999999886e-01,1.597410887479782104e-01
5.797428966950000095e-01,1.382899999999999963e-01,1.382037252187728882e-01
5.526191958389999881e-01,1.282500000000000029e-01,1.281010210514068604e-01
9.968840667299999625e-01,4.671500000000000097e-01,4.684342443943023682e-01
8.675687977730000000e-01,2.891099999999999781e-01,2.889941930770874023e-01
7.447765842149999260e-01,2.117300000000000293e-01,2.117358744144439697e-01
6.101155113100000804e-01,1.501099999999999934e-01,1.501088142395019531e-01
4.738269009939999887e-01,1.015299999999999953e-01,1.013717725872993469e-01
9.987489013449999398e-01,4.791799999999999948e-01,4.769698381423950195e-01
8.973306259729999512e-01,3.136400000000000299e-01,3.138210177421569824e-01
1.893518474610000057e-01,2.899999999999999800e-02,2.852827496826648712e-02
8.832137127240000662e-01,3.015800000000000147e-01,3.016119599342346191e-01
1.082325702180000071e-01,1.431999999999999940e-02,1.469868887215852737e-02
8.481046062589998880e-02,1.060999999999999964e-02,1.186336856335401535e-02
9.738170157770000834e-01,4.050300000000000011e-01,4.040035307407379150e-01
3.664458863989999982e-01,7.013999999999999402e-02,7.030468434095382690e-02
5.458620479219999932e-01,1.258200000000000152e-01,1.256590485572814941e-01
8.194318284749999570e-01,2.552099999999999924e-01,2.549389898777008057e-01
9.454531232629999060e-01,3.633800000000000363e-01,3.632776737213134766e-01
9.640011972299998844e-01,3.887700000000000045e-01,3.878667950630187988e-01
9.948383622349999955e-01,4.577300000000000257e-01,4.599004387855529785e-01
9.433287435470000259e-01,3.607800000000000451e-01,3.607495427131652832e-01
3.525338633420000423e-01,6.644999999999999518e-02,6.664515286684036255e-02
2.055529349839999853e-01,3.225000000000000089e-02,3.186274692416191101e-02
9.998743087579999855e-01,4.934000000000000052e-01,4.825011193752288818e-01
6.908296888850000705e-01,1.849699999999999955e-01,1.850971132516860962e-01
9.972146030519999371e-01,4.689399999999999680e-01,4.698924422264099121e-01
9.222797129499999969e-01,3.373700000000000032e-01,3.376843333244323730e-01
6.485187340039999526e-01,1.660200000000000009e-01,1.661134511232376099e-01
3.087845038579999923e-01,5.537000000000000255e-02,5.557149648666381836e-02
6.542849132859999139e-01,1.685099999999999931e-01,1.686135828495025635e-01
8.121012651600000298e-01,2.505199999999999649e-01,2.502613961696624756e-01
9.418332540730000035e-01,3.589800000000000213e-01,3.589958250522613525e-01
6.311182570939999348e-01,1.586700000000000055e-01,1.587251573801040649e-01
9.890661806839999848e-01,4.385199999999999654e-01,4.397312402725219727e-01
8.542352871280000093e-01,2.791099999999999692e-01,2.789036631584167480e-01
9.875853037700000892e-01,4.344999999999999973e-01,4.353258907794952393e-01
9.968057437010000577e-01,4.667399999999999882e-01,4.680921435356140137e-01
4.916567054750000110e-01,1.072800000000000004e-01,1.070974022150039673e-01
5.114206021050000661e-01,1.138500000000000068e-01,1.136588156223297119e-01
8.350944871200000064e-01,2.656100000000000128e-01,2.653396129608154297e-01
9.177214333980000527e-01,3.327600000000000002e-01,3.330781459808349609e-01
9.674007206949999382e-01,3.941100000000000159e-01,3.930985033512115479e-01
9.607226601780000097e-01,3.838599999999999790e-01,3.830934762954711914e-01
9.834147509689999955e-01,4.243300000000000405e-01,4.242336452007293701e-01
9.026549835930000043e-01,3.184199999999999808e-01,3.186522126197814941e-01
9.175306085889999297e-01,3.325699999999999767e-01,3.328878879547119141e-01
9.479309494490000265e-01,3.664800000000000280e-01,3.662849962711334229e-01
9.220750575509999436e-01,3.371600000000000152e-01,3.374748528003692627e-01
7.740683807029999919e-01,2.277500000000000080e-01,2.276306897401809692e-01
8.398673429260000711e-01,2.688900000000000179e-01,2.686285972595214844e-01
9.999400015209999326e-01,4.954399999999999360e-01,4.828332066535949707e-01
9.030388597310000653e-01,3.187699999999999978e-01,3.190056085586547852e-01
6.930283686030001000e-01,1.860000000000000264e-01,1.861259490251541138e-01
7.724088333169999432e-01,2.268099999999999838e-01,2.266981005668640137e-01
8.103416566750000216e-01,2.494099999999999928e-01,2.491554021835327148e-01
8.980973791459999633e-01,3.143199999999999883e-01,3.145087063312530518e-01
7.446438105429999954e-01,2.116599999999999870e-01,2.116663902997970581e-01
9.840336768230000253e-01,4.257500000000000173e-01,4.257705509662628174e-01
9.919837368089998719e-01,4.473399999999999599e-01,4.492729008197784424e-01
5.188357355670000226e-01,1.163700000000000012e-01,1.161805838346481323e-01
6.358023840419999018e-02,7.479999999999999670e-03,9.783705696463584900e-03
9.252677527359999265e-01,3.404699999999999949e-01,3.407709598541259766e-01
7.515853808710000195e-01,2.153500000000000136e-01,2.153287827968597412e-01
9.958798570160000141e-01,4.622300000000000297e-01,4.641419351100921631e-01
7.692285127850000404e-01,2.250199999999999700e-01,2.249223291873931885e-01
9.992958952789999794e-01,4.843800000000000328e-01,4.796212315559387207e-01
8.628106656530000196e-01,2.854800000000000115e-01,2.853276133537292480e-01
5.502920720620000372e-01,1.274099999999999955e-01,1.272567063570022583e-01
1.270474852700000101e-01,1.748000000000000248e-02,1.738657802343368530e-02
9.997631438320000452e-01,4.909399999999999875e-01,4.819413721561431885e-01
8.137727745319999206e-01,2.515800000000000258e-01,2.513179481029510498e-01
9.815004317799999045e-01,4.200999999999999734e-01,4.196902811527252197e-01
9.586751848850000313e-01,3.809000000000000163e-01,3.802269399166107178e-01
6.604880274359999914e-01,1.712200000000000111e-01,1.713328063488006592e-01
6.620781358470000377e-01,1.719200000000000172e-01,1.720348745584487915e-01
9.994197498950000425e-01,4.858199999999999741e-01,4.802312254905700684e-01
9.887247738309999923e-01,4.375699999999999590e-01,4.386912286281585693e-01
8.993870522769999987e-01,3.154699999999999727e-01,3.156715035438537598e-01
4.330224349800000372e-01,8.897000000000000741e-02,8.891720324754714966e-02
7.536135639740000336e-01,2.164400000000000213e-01,2.164103984832763672e-01
7.556131715150000705e-01,2.175199999999999911e-01,2.174819558858871460e-01
5.263351225439999448e-01,1.189500000000000002e-01,1.187651306390762329e-01
9.530600760169999353e-01,3.731499999999999817e-01,3.727375566959381104e-01
7.114667998890000788e-01,1.948300000000000032e-01,1.949329823255538940e-01
9.782109289360000348e-01,4.133199999999999652e-01,4.125326871871948242e-01
8.326338740580000453e-01,2.639400000000000079e-01,2.636667490005493164e-01
6.893081855220000165e-01,1.842599999999999794e-01,1.843877881765365601e-01
7.012622207569999544e-01,1.899000000000000132e-01,1.900185793638229370e-01
8.580537731039999949e-01,2.819200000000000039e-01,2.817357182502746582e-01
9.949840247930000769e-01,4.583300000000000152e-01,4.604814052581787109e-01
6.151450616749999378e-01,1.521299999999999875e-01,1.521429270505905151e-01
7.128975030480000363e-01,1.955299999999999816e-01,1.956302523612976074e-01
9.471222669019999651e-01,3.654600000000000071e-01,3.652962744235992432e-01
9.195473777129999915e-01,3.345899999999999985e-01,3.349088430404663086e-01
9.718212783779999198e-01,4.015000000000000235e-01,4.004417657852172852e-01
8.972176068709999397e-01,3.135399999999999854e-01,3.137199282646179199e-01
4.163674264530000529e-02,4.510000000000000120e-03,8.091269060969352722e-03
6.129347256270000210e-01,1.512400000000000133e-01,1.512467414140701294e-01
9.989316294750000269e-01,4.807600000000000207e-01,4.778479337692260742e-01
7.918831232390000086e-01,2.381099999999999883e-01,2.379149794578552246e-01
3.093980797540000216e-01,5.552000000000000685e-02,5.572256818413734436e-02
2.557028431769999832e-01,4.296000000000000513e-02,4.293229058384895325e-02
9.127664097700001200e-01,3.279000000000000248e-01,3.282036483287811279e-01
7.548367231199999416e-01,2.170999999999999874e-01,2.170652449131011963e-01
7.719164720910000332e-02,9.459999999999999659e-03,1.106441020965576172e-02
7.099289026170000350e-01,1.940800000000000025e-01,1.941858232021331787e-01
7.347779749869999266e-01,2.065199999999999814e-01,2.065617889165878296e-01
2.945395663839999734e-01,5.192999999999999700e-02,5.209635570645332336e-02
5.627890947860000326e-01,1.319599999999999940e-01,1.318320631980895996e-01
3.631935101240000296e-01,6.926999999999999824e-02,6.944271922111511230e-02
9.149365894040000224e-01,3.300099999999999700e-01,3.303221464157104492e-01
9.966717319740000525e-01,4.660500000000000198e-01,4.675095975399017334e-01
9.290970572460000021e-01,3.445400000000000129e-01,3.448089361190795898e-01
2.754210861979999869e-01,4.743999999999999606e-02,4.752779006958007812e-02
6.418867211819999641e-01,1.631900000000000017e-01,1.632700860500335693e-01
9.225715841329998890e-01,3.376699999999999702e-01,3.379834294319152832e-01
6.071309921999999970e-01,1.489199999999999968e-01,1.489103287458419800e-01
9.950105026579999512e-01,4.584399999999999586e-01,4.605873823165893555e-01
9.954475751350000401e-01,4.602999999999999869e-01,4.623563885688781738e-01
9.281379955959999650e-01,3.435099999999999820e-01,3.437886536121368408e-01
7.376423801860000351e-01,2.080000000000000182e-01,2.080320119857788086e-01
1.391887312079999883e-01,1.959999999999999937e-02,1.930516958236694336e-02
3.731957815640000176e-01,7.195999999999999619e-02,7.210648059844970703e-02
9.816582137729998880e-01,4.204399999999999804e-01,4.200532436370849609e-01
3.413787992160000062e-01,6.354999999999999538e-02,6.376112252473831177e-02
6.886208565989999641e-01,1.839400000000000202e-01,1.840680241584777832e-01
2.760266423880000097e-01,4.758000000000000423e-02,4.767082259058952332e-02
1.048591532230000040e-01,1.376999999999999925e-02,1.425497140735387802e-02
1.266403895160000126e-01,1.740999999999999839e-02,1.732468418776988983e-02
7.024745034620000217e-01,1.904799999999999827e-01,1.905970573425292969e-01
4.260029539289999501e-01,8.688999999999999502e-02,8.686028420925140381e-02
7.320115682159999970e-01,2.051000000000000045e-01,2.051507830619812012e-01
9.522859875970000054e-01,3.721200000000000063e-01,3.717422187328338623e-01
9.339250806309999930e-01,3.498399999999999843e-01,3.500415384769439697e-01
7.641101110359999060e-01,2.221699999999999786e-01,2.220950424671173096e-01
2.925248111150000052e-01,5.145000000000000268e-02,5.160975456237792969e-02
8.836736088770000830e-01,3.019600000000000062e-01,3.019967973232269287e-01
3.455179182769999580e-01,6.462000000000001076e-02,6.482616811990737915e-02
3.551209260259999834e-01,6.712999999999999523e-02,6.732029467821121216e-02
9.319336159200001246e-01,3.476299999999999946e-01,3.478632867336273193e-01
9.942399515390000220e-01,4.553499999999999770e-01,4.575551748275756836e-01
9.209492750909999970e-01,3.360099999999999754e-01,3.363274037837982178e-01
9.684894713539999866e-01,3.958800000000000097e-01,3.948449790477752686e-01
5.507915105020000368e-01,1.275900000000000090e-01,1.274376064538955688e-01
6.000448181830000394e-01,1.461199999999999999e-01,1.460901796817779541e-01
2.005232308529999730e-01,3.123000000000000081e-02,3.081250749528408051e-02
3.696815194110000258e-01,7.101000000000000367e-02,7.116620242595672607e-02
9.956181293690000711e-01,4.610500000000000154e-01,4.630563259124755859e-01
7.937574498309999393e-01,2.392300000000000260e-01,2.390276938676834106e-01
2.430253027969999924e-01,4.016000000000000125e-02,4.004387557506561279e-02
2.425672192390000148e-01,4.006000000000000533e-02,3.994055092334747314e-02
9.731019809240000207e-01,4.037499999999999978e-01,4.027074575424194336e-01
9.902615722159999745e-01,4.419699999999999740e-01,4.434942305088043213e-01
7.663633361149999601e-01,2.234199999999999797e-01,2.233350723981857300e-01
9.908934184649998977e-01,4.438799999999999968e-01,4.455634951591491699e-01
5.510133483179999736e-01,1.276700000000000057e-01,1.275180280208587646e-01
4.612129093320000428e-01,9.756000000000000782e-02,9.742774814367294312e-02
6.587103233780000622e-01,1.704400000000000082e-01,1.705503612756729126e-01
7.500154584379998823e-01,2.145099999999999785e-01,2.144951671361923218e-01
4.024257915269999764e-01,8.007000000000000228e-02,8.012193441390991211e-02
9.958162832250000429e-01,4.619399999999999618e-01,4.638772606849670410e-01
7.844913339730000823e-01,2.337500000000000133e-01,2.335851490497589111e-01
9.971749791199999713e-01,4.687199999999999700e-01,4.697164595127105713e-01
7.682996586239999592e-01,2.245000000000000051e-01,2.244064360857009888e-01
5.988720291079999702e-01,1.456599999999999839e-01,1.456267833709716797e-01
9.723999277639999717e-01,4.025099999999999789e-01,4.014569222927093506e-01
9.315698517649999566e-01,3.472300000000000386e-01,3.474684059619903564e-01
5.181041160459999295e-01,1.161200000000000010e-01,1.159302890300750732e-01
9.718155185650000361e-01,4.014900000000000135e-01,4.004316926002502441e-01
8.974322858650000123e-01,3.137300000000000089e-01,3.139120042324066162e-01
9.168457335890000115e-01,3.318900000000000183e-01,3.322068154811859131e-01
7.931895104119999207e-01,2.388900000000000190e-01,2.386898845434188843e-01
9.964381861489999270e-01,4.648800000000000154e-01,4.665033817291259766e-01
7.280849354430000142e-01,2.031000000000000028e-01,2.031628340482711792e-01
5.031949981869999755e-01,1.110900000000000082e-01,1.108999997377395630e-01
7.054707167800000622e-01,1.919200000000000073e-01,1.920329928398132324e-01
5.582877486909999520e-01,1.303099999999999814e-01,1.301723271608352661e-01
6.130093760770000122e-01,1.512700000000000156e-01,1.512769609689712524e-01
9.751420837289999088e-01,4.074499999999999789e-01,4.064685106277465820e-01
5.954673160660000075e-01,1.443299999999999861e-01,1.442871093750000000e-01
6.927940410660000659e-01,1.858899999999999997e-01,1.860160827636718750e-01
9.541978587369999154e-01,3.746800000000000130e-01,3.742157220840454102e-01
3.075554886380000297e-01,5.507000000000000783e-02,5.526925995945930481e-02
9.266252802709999958e-01,3.418999999999999817e-01,3.421916067600250244e-01
2.858019493499999730e-01,4.986000000000000154e-02,4.999485984444618225e-02
4.739212608059999998e-01,1.015599999999999975e-01,1.014015898108482361e-01
8.162951156690000376e-01,2.531900000000000261e-01,2.529233992099761963e-01
8.810585206530000546e-01,2.998099999999999654e-01,2.998197078704833984e-01
3.245801329449999884e-01,5.927999999999999242e-02,5.949769169092178345e-02
5.599559009889999439e-01,1.309200000000000086e-01,1.307858526706695557e-01
8.724125308220000985e-01,2.928800000000000292e-01,2.928058505058288574e-01
1.291924773210000044e-01,1.785000000000000128e-02,1.771536096930503845e-02
8.029968087459998793e-01,2.448400000000000021e-01,2.446056008338928223e-01
7.596741843629999380e-01,2.197300000000000086e-01,2.196745425462722778e-01
9.489131667849999285e-01,3.677300000000000013e-01,3.674958944320678711e-01
7.308373067020000891e-01,2.044999999999999873e-01,2.045544981956481934e-01
9.616184831550000922e-01,3.851800000000000224e-01,3.843741118907928467e-01
9.452344784880000184e-01,3.631099999999999883e-01,3.630153536796569824e-01
6.484022881919999648e-01,1.659700000000000064e-01,1.660632342100143433e-01
9.636805970219999296e-01,3.882800000000000140e-01,3.873891234397888184e-01
8.830804003299999039e-01,3.014699999999999602e-01,3.015005886554718018e-01
7.843200088150000804e-01,2.336499999999999966e-01,2.334858775138854980e-01
8.596270642039999244e-01,2.830900000000000083e-01,2.829157114028930664e-01
6.415092503289999692e-01,1.630300000000000082e-01,1.631092727184295654e-01
9.359999258859998950e-01,3.521799999999999931e-01,3.523423075675964355e-01
9.492799716909999796e-01,3.682000000000000273e-01,3.679509460926055908e-01
5.230618878699999641e-01,1.178200000000000081e-01,1.176328286528587341e-01
9.986744933249999123e-01,4.785699999999999954e-01,4.766146242618560791e-01
9.369981981430000051e-01,3.533199999999999674e-01,3.534609973430633545e-01
4.409599608910000357e-01,9.135000000000000064e-02,9.127237647771835327e-02
9.468672291040000077e-01,3.651400000000000201e-01,3.649859428405761719e-01
2.634854432850000094e-01,4.470999999999999974e-02,4.473158717155456543e-02
9.311776694510000008e-01,3.467999999999999972e-01,3.470438420772552490e-01
9.997245636200000618e-01,4.902299999999999991e-01,4.817479550838470459e-01
9.995830775229999077e-01,4.879800000000000249e-01,4.810410737991333008e-01
8.694821693119999528e-01,2.905900000000000150e-01,2.904901504516601562e-01
9.794801493189999597e-01,4.158699999999999619e-01,4.152056872844696045e-01
9.974875304440000701e-01,4.704999999999999738e-01,4.711138606071472168e-01
7.935905039889999957e-01,2.391300000000000092e-01,2.389283478260040283e-01
5.908264956930000533e-01,1.425299999999999900e-01,1.424740105867385864e-01
6.586646596899999873e-01,1.704200000000000159e-01,1.705302894115447998e-01
8.006651515930000018e-01,2.434099999999999875e-01,2.431830763816833496e-01
9.169163742839999687e-01,3.319599999999999773e-01,3.322769701480865479e-01
9.867582883429999452e-01,4.323600000000000221e-01,4.329800903797149658e-01
9.975970905459999871e-01,4.711500000000000132e-01,4.716085195541381836e-01
6.004521709699999210e-01,1.462799999999999934e-01,1.462513059377670288e-01
4.014035318099999916e-01,7.977999999999998981e-02,7.983550429344177246e-02
3.332528410420000364e-01,6.147000000000000380e-02,6.168713793158531189e-02
7.528704524869999082e-01,2.160400000000000098e-01,2.160134613513946533e-01
8.881118258050000325e-01,3.056699999999999973e-01,3.057538568973541260e-01
9.867818423540000161e-01,4.324199999999999711e-01,4.330458045005798340e-01
7.284594941940000234e-01,2.032899999999999985e-01,2.033517360687255859e-01
8.587407646060000177e-01,2.824300000000000144e-01,2.822500467300415039e-01
5.951077258899999389e-01,1.441900000000000126e-01,1.441460847854614258e-01
9.455016492459999977e-01,3.634399999999999853e-01,3.633359372615814209e-01
9.245025675309999080e-01,3.396699999999999720e-01,3.399752676486968994e-01
9.837649056239999856e-01,4.251300000000000079e-01,4.250987470149993896e-01
7.620801428399999189e-01,2.210499999999999965e-01,2.209840118885040283e-01
8.858147128049999042e-01,3.037400000000000100e-01,3.037993609905242920e-01
5.558453845699999896e-01,1.294200000000000073e-01,1.292773187160491943e-01
6.128351759589999448e-01,1.512000000000000011e-01,1.512064486742019653e-01
9.558738890329999682e-01,3.769699999999999718e-01,3.764279484748840332e-01
8.808258939790000186e-01,2.996199999999999974e-01,2.996273338794708252e-01
2.375495825250000248e-01,3.896999999999999770e-02,3.881353139877319336e-02
8.395063454520000912e-01,2.686399999999999899e-01,2.683777213096618652e-01
3.759564149759999641e-01,7.270999999999999686e-02,7.284852862358093262e-02
7.624252516549999692e-01,2.212400000000000200e-01,2.211725115776062012e-01
3.450936688059999535e-01,6.450999999999999790e-02,6.471675634384155273e-02
8.610573663830000113e-01,2.841599999999999682e-01,2.839953005313873291e-01
6.489609905750000074e-01,1.662099999999999966e-01,1.663042753934860229e-01
6.408007627770000436e-01,1.627299999999999858e-01,1.628077477216720581e-01
9.110281218419999938e-01,3.262300000000000200e-01,3.265247344970703125e-01
