X_validation,Original_Y,Predicted_y
8.770326701880000186e-01,2.965499999999999803e-01,2.965193688869476318e-01
8.908396178479999206e-01,3.079899999999999860e-01,3.081031143665313721e-01
4.112748418940000428e-01,8.260000000000000675e-02,8.262102305889129639e-02
3.997078815380000205e-01,7.929999999999999549e-02,7.936139404773712158e-02
4.955571460170000164e-01,1.085599999999999898e-01,1.083741560578346252e-01
4.268168770629999775e-01,8.712999999999999912e-02,8.709754794836044312e-02
9.720511786319999681e-01,4.018999999999999795e-01,4.008434414863586426e-01
9.218896478350000478e-01,3.369699999999999918e-01,3.372854590415954590e-01
9.361932144779999687e-01,3.523999999999999910e-01,3.525582551956176758e-01
6.399019769720000195e-01,1.623499999999999943e-01,1.624257415533065796e-01
6.587331536920000286e-01,1.704499999999999904e-01,1.705604195594787598e-01
5.151394120629999573e-01,1.151099999999999901e-01,1.149193644523620605e-01
2.612282270869999978e-01,4.420000000000000318e-02,4.420775920152664185e-02
9.998586112670000414e-01,4.929999999999999938e-01,4.824217557907104492e-01
9.169466391080000056e-01,3.319900000000000073e-01,3.323070406913757324e-01
4.153946913660000462e-01,8.379000000000000337e-02,8.379662036895751953e-02
9.009340826759999477e-01,3.168599999999999750e-01,3.170763850212097168e-01
9.845601712659999283e-01,4.269800000000000262e-01,4.271056652069091797e-01
3.520762094600000114e-01,6.633000000000000007e-02,6.652594357728958130e-02
9.921717279899999742e-01,4.479600000000000248e-01,4.499308466911315918e-01
6.120381307840000451e-01,1.508799999999999863e-01,1.508842408657073975e-01
1.729752710530000070e-01,2.581999999999999920e-02,2.531491778790950775e-02
9.933306934039999314e-01,4.519600000000000284e-01,4.541142880916595459e-01
8.374762707690001085e-01,2.672400000000000331e-01,2.669735550880432129e-01
9.404021962999999928e-01,3.572800000000000420e-01,3.573368489742279053e-01
8.592111578779999537e-01,2.827800000000000313e-01,2.826030552387237549e-01
9.667772413820000521e-01,3.931100000000000150e-01,3.921148180961608887e-01
9.568110082990000098e-01,3.782699999999999951e-01,3.776840865612030029e-01
9.665764511030000561e-01,3.927900000000000280e-01,3.918004631996154785e-01
6.585733200669999787e-01,1.703800000000000037e-01,1.704901754856109619e-01
9.930837221120000224e-01,4.510800000000000365e-01,4.532041847705841064e-01
9.993610387500000414e-01,4.851199999999999957e-01,4.799415171146392822e-01
9.924287773309999894e-01,4.488199999999999967e-01,4.508398771286010742e-01
9.840423090909999893e-01,4.257699999999999818e-01,4.257919490337371826e-01
6.836082054509999839e-01,1.816200000000000037e-01,1.817488223314285278e-01
9.997755269379999810e-01,4.911800000000000055e-01,4.820038080215454102e-01
7.718953790489999633e-01,2.265199999999999714e-01,2.264104038476943970e-01
8.522979393260000647e-01,2.777000000000000024e-01,2.774836719036102295e-01
9.927773487630000560e-01,4.500100000000000211e-01,4.520894289016723633e-01
9.882674933859999511e-01,4.363199999999999856e-01,4.373214244842529297e-01
4.840910212010000047e-01,1.048200000000000104e-01,1.046458780765533447e-01
8.978158445880000116e-01,3.140699999999999603e-01,3.142558932304382324e-01
9.950966658969999656e-01,4.587999999999999856e-01,4.609332978725433350e-01
7.808938513590000241e-01,2.316599999999999770e-01,2.315106540918350220e-01
9.614563961779999390e-01,3.849400000000000044e-01,3.841412067413330078e-01
8.382755195749999055e-01,2.677900000000000280e-01,2.675250768661499023e-01
8.998447113830000399e-01,3.158799999999999941e-01,3.160859346389770508e-01
9.988708011079999727e-01,4.802199999999999802e-01,4.775546193122863770e-01
9.347449690009999035e-01,3.507600000000000162e-01,3.509466946125030518e-01
7.727448592129999572e-01,2.269999999999999796e-01,2.268865853548049927e-01
9.748766124850000159e-01,4.069599999999999884e-01,4.059680104255676270e-01
5.080959407890000001e-01,1.127299999999999969e-01,1.125388741493225098e-01
9.960377268970000975e-01,4.629600000000000382e-01,4.648034572601318359e-01
4.571559201250000037e-01,9.629999999999999671e-02,9.617754817008972168e-02
3.724575651519999586e-01,7.176000000000000434e-02,7.190859317779541016e-02
9.984730898899999429e-01,4.770000000000000351e-01,4.756591022014617920e-01
1.457979047140000040e-01,2.077999999999999986e-02,2.040654234588146210e-02
8.255216099230000548e-01,2.591900000000000315e-01,2.589144110679626465e-01
9.535079848049999862e-01,3.737500000000000266e-01,3.733172118663787842e-01
6.962334144239998857e-01,1.875099999999999822e-01,1.876336336135864258e-01
1.589950352779999909e-01,2.319000000000000228e-02,2.271770499646663666e-02
5.423279289210000131e-01,1.245599999999999902e-01,1.243935301899909973e-01
9.724227185629999992e-01,4.025500000000000189e-01,4.014971554279327393e-01
5.303947896430000197e-01,1.203599999999999948e-01,1.201787143945693970e-01
9.250768421070000302e-01,3.402699999999999614e-01,3.405720591545104980e-01
7.587406862150000153e-01,2.192199999999999704e-01,2.191685587167739868e-01
6.760352217680000164e-01,1.781599999999999850e-01,1.782870441675186157e-01
4.691857602410000050e-01,1.000599999999999962e-01,9.991052746772766113e-02
4.294549252220000168e-01,8.791000000000000203e-02,8.786880224943161011e-02
2.628224724790000355e-01,4.456000000000000238e-02,4.457757249474525452e-02
9.938672236250000180e-01,4.539300000000000002e-01,4.561272561550140381e-01
4.840600777949999878e-01,1.048099999999999865e-01,1.046359166502952576e-01
5.900493180020000006e-01,1.422299999999999953e-01,1.421718448400497437e-01
7.138759584680000048e-01,1.960099999999999898e-01,1.961082816123962402e-01
7.568302845819999680e-01,2.181800000000000128e-01,2.181367576122283936e-01
7.507824837980000554e-01,2.149199999999999722e-01,2.149020731449127197e-01
9.957188942369999962e-01,4.615000000000000213e-01,4.634730517864227295e-01
6.388119232419999793e-01,1.618900000000000061e-01,1.619633287191390991e-01
1.244231880440000021e-01,1.703000000000000000e-02,1.699041388928890228e-02
1.816951997629999982e-01,2.750000000000000014e-02,2.700460888445377350e-02
5.643361179279999806e-01,1.325300000000000089e-01,1.324055343866348267e-01
9.714746267640000932e-01,4.008999999999999786e-01,3.998401463031768799e-01
7.756856001559999658e-01,2.286699999999999844e-01,2.285435348749160767e-01
9.995761108380000204e-01,4.878800000000000359e-01,4.810063242912292480e-01
6.150707004899998998e-01,1.521000000000000130e-01,1.521127223968505859e-01
3.492082500700000036e-01,6.557999999999999940e-02,6.578077375888824463e-02
7.876463457150000291e-01,2.356000000000000039e-01,2.354219555854797363e-01
9.447062458789999839e-01,3.624600000000000044e-01,3.623837828636169434e-01
5.567247026510000474e-01,1.297400000000000220e-01,1.295990943908691406e-01
3.595473186410000355e-01,6.829999999999999960e-02,6.848109513521194458e-02
9.070258700399999041e-01,3.224500000000000144e-01,3.227184116840362549e-01
6.621688490510000413e-01,1.719600000000000017e-01,1.720749735832214355e-01
6.808202742290000442e-01,1.803400000000000003e-01,1.804686039686203003e-01
7.598569664519999600e-01,2.198300000000000254e-01,2.197737097740173340e-01
9.948725373069999822e-01,4.578699999999999992e-01,4.600362479686737061e-01
9.436500932110000184e-01,3.611699999999999910e-01,3.611290752887725830e-01
9.367887178980000007e-01,3.530800000000000050e-01,3.532255589962005615e-01
6.646345540870000068e-01,1.730500000000000094e-01,1.731678843498229980e-01
8.427102632119999326e-01,2.708699999999999997e-01,2.706159651279449463e-01
8.608706861560000423e-01,2.840199999999999947e-01,2.838540375232696533e-01
2.927770267740000265e-01,5.151000000000000023e-02,5.167062208056449890e-02
7.959371278759999058e-01,2.405400000000000038e-01,2.403295785188674927e-01
9.528502921359999212e-01,3.728699999999999792e-01,3.724670112133026123e-01
8.442772805449999529e-01,2.719699999999999895e-01,2.717208564281463623e-01
9.417746860989999469e-01,3.589100000000000068e-01,3.589275479316711426e-01
8.855033169899999557e-01,3.034800000000000275e-01,3.035360574722290039e-01
8.943129399279999836e-01,3.109899999999999887e-01,3.111398518085479736e-01
8.819012369670000684e-01,3.004999999999999893e-01,3.005183637142181396e-01
9.454612124860000133e-01,3.633899999999999908e-01,3.632873594760894775e-01
1.182311427840000012e-01,1.598000000000000115e-02,1.608263887465000153e-02
9.896327017770000234e-01,4.401300000000000212e-01,4.414905309677124023e-01
8.176654219580000715e-01,2.540699999999999625e-01,2.538011968135833740e-01
9.084129215729999096e-01,3.237499999999999822e-01,3.240283429622650146e-01
9.361493121230000103e-01,3.523499999999999965e-01,3.525091409683227539e-01
1.008931690970000100e-01,1.313000000000000105e-02,1.374848186969757080e-02
9.999875166120000269e-01,4.979199999999999737e-01,4.830742776393890381e-01
9.952339006190000781e-01,4.593800000000000106e-01,4.614870548248291016e-01
4.922983070910000314e-01,1.074900000000000022e-01,1.073068380355834961e-01
7.208467793430000103e-01,1.994599999999999984e-01,1.995425075292587280e-01
8.300480893849999653e-01,2.621999999999999886e-01,2.619248628616333008e-01
9.733992405500000444e-01,4.042800000000000282e-01,4.032434523105621338e-01
9.999433737670000433e-01,4.955699999999999550e-01,4.828503131866455078e-01
9.825318595649998876e-01,4.223500000000000032e-01,4.221001863479614258e-01
9.440360970950000263e-01,3.616400000000000170e-01,3.615864813327789307e-01
9.971605008970000350e-01,4.686399999999999455e-01,4.696520864963531494e-01
9.257819279610000063e-01,3.410099999999999798e-01,3.413076102733612061e-01
8.799052065029999703e-01,2.988699999999999690e-01,2.988679111003875732e-01
8.432383362559999762e-01,2.712400000000000366e-01,2.709876298904418945e-01
9.343089571500000634e-01,3.502699999999999703e-01,3.504647016525268555e-01
9.780590667949999872e-01,4.130199999999999982e-01,4.122197628021240234e-01
1.159656139790000012e-01,1.559999999999999928e-02,1.576012745499610901e-02
